comment_id,post_id,offensiveness_score
dobmmkv,75typn,-0.312
dobz9r7,75typn,0.125
dobzc9f,75typn,-0.25
doc0181,75typn,-0.106
doc4fzj,75typn,-0.167
doce8dj,75typn,-0.812
dofpvtk,75typn,-0.062
doi9lsb,75typn,-0.354
dovesvm,78ndl0,-0.326
doviknt,78ndl0,-0.562
dovio8t,78ndl0,-0.271
dovitu0,78ndl0,-0.271
dovjcs0,78ndl0,-0.292
dovje8k,78ndl0,-0.106
dovoqz3,78ndl0,-0.062
dovquax,78ndl0,0.812
dovrq7o,78ndl0,-0.25
dovrz7i,78ndl0,-0.5
dovwr70,78ndl0,-0.213
dovxli3,78ndl0,0.125
dovxmpn,78ndl0,-0.375
dovytc2,78ndl0,-0.188
dow04me,78ndl0,-0.271
dow0s6a,78ndl0,-0.062
dow2ohz,78ndl0,-0.625
dow2r5v,78ndl0,-0.625
dow53z1,78ndl0,0.792
dow6fdk,78ndl0,0.021
dow7vfy,78ndl0,-0.468
dowaiu3,78ndl0,0.021
dowb4bm,78ndl0,-0.125
dowlnxu,78ndl0,-0.021
downxpc,78ndl0,0.083
dowpiah,78ndl0,-0.042
dowqzqq,78ndl0,-0.652
dowrbis,78ndl0,-0.426
dp3grfg,79o1pp,-0.167
dp3h595,79o1pp,-0.333
dp3h9cq,79nh8k,-0.458
dp3iu2a,79nh8k,-0.37
dp3iulc,79o1pp,-0.213
dp3lqlq,79o1pp,0.021
dp3msxa,79o1pp,-0.208
dp3oke0,79nh8k,-0.188
dp3oqbc,79nh8k,-0.354
dp3ou5k,79o1pp,0.021
dp3p64i,79o1pp,-0.125
dp3pwoi,79o1pp,0.188
dp3pza2,79o1pp,-0.106
dp3rlud,79o1pp,0.042
dp3ry26,79o1pp,-0.438
dp3sbl0,79o1pp,-0.146
dp3tbci,79o1pp,-0.25
dp3tpsk,79o1pp,-0.578
dp3u48k,79o1pp,0.354
dp3v961,79o1pp,0.396
dp3vfow,79o1pp,-0.083
dp3yvib,79o1pp,-0.104
dp3zhvt,79o1pp,0.229
dp40udf,79o1pp,0.021
dp42rde,79o1pp,-0.104
dp43q57,79o1pp,-0.208
dp444t6,79o1pp,0.292
dp460hn,79nh8k,0.375
dp48d8e,79nh8k,-0.125
dp48m5c,79nh8k,-0.604
dp48u6o,79nh8k,-0.479
dp49cer,79nh8k,-0.188
dp49uw1,79nh8k,-0.458
dp4a7ne,79nh8k,-0.717
dp4a964,79o1pp,-0.25
dp4bu6u,79nh8k,-0.125
dp4bvij,79nh8k,-0.396
dp4bzeh,79nh8k,-0.064
dp4c2wz,79nh8k,-0.562
dp4cg8m,79nh8k,-0.583
dp4cw33,79nh8k,-0.396
dp4fnat,79nh8k,-0.146
dp4i4r5,79nh8k,-0.17
dp4if0p,79nh8k,-0.292
dp4lne1,79nh8k,-0.667
dp4m035,79nh8k,-0.106
dp4nfg7,79nh8k,-0.292
dp4nml1,79o1pp,0.312
dp4px31,79nh8k,-0.089
dp4q728,79o1pp,-0.149
dp4sa5l,79nh8k,0.188
dp4tvqy,79nh8k,-0.396
dp4u3z1,79nh8k,-0.391
dp4w2yk,79nh8k,0.521
dp4xcv0,79nh8k,-0.435
dp4xm3n,79o1pp,-0.312
dp52m5q,79nh8k,-0.167
dp5hzbl,79o1pp,-0.312
dp5ikqe,79nh8k,-0.521
dpl18yx,79o1pp,0.417
dpold56,75typn,-0.312
dpoojeo,75typn,-0.292
dpovald,75typn,-0.255
dpqkh8i,75typn,-0.106
dpqo2q8,75typn,-0.156
dpqovde,75typn,0.333
dprsal4,75typn,-0.277
dpwh1q8,75typn,-0.167
dpzgrqa,75typn,-0.149
dqj8jz0,75typn,-0.271
dqj8o8f,75typn,-0.298
dqjf1x2,75typn,-0.583
dqkh7dw,75typn,-0.447
dqoonp0,75typn,-0.106
drot1ug,7lt6jc,-0.146
drotmkd,7lt6jc,0.021
drotqy8,7lt6jc,-0.533
droua5f,7lt6jc,0.354
drov3bt,7lt6jc,-0.5
drowzph,7lt6jc,-0.277
drp1lfp,7lt6jc,-0.062
drp1rwa,7lt6jc,-0.083
drp22u1,7lt6jc,0.167
drp741t,7lt6jc,-0.191
drp75lr,7lt6jc,-0.333
drp76q7,7lt6jc,-0.125
drpcxdu,7lt6jc,-0.311
drpqrwa,7lt6jc,-0.383
drpxofk,7lt6jc,-0.229
drq3ws8,7lt6jc,-0.333
drqelkm,7lt6jc,-0.708
drqjxz2,7lt6jc,0.062
drqojy5,7lt6jc,-0.042
drqyjmn,7lt6jc,-0.188
drrnmb7,7lt6jc,-0.208
drsmtjo,7lt6jc,-0.438
dry93j4,7lt6jc,-0.292
ds58dc4,7lt6jc,-0.25
dsc0p8x,7ot15m,-0.128
dsc16y6,7ot15m,0.167
dsc1tqv,7ot15m,0.375
dsc1zxu,7ot15m,-0.312
dsc2bra,7ot15m,-0.417
dsc2ldt,7ot15m,0.289
dsc2sz9,7ot15m,0
dsc2ux1,7ot15m,-0.125
dsc2wn8,7ot15m,-0.064
dsc5acc,7ot15m,-0.167
dsc5kxv,7ot15m,-0.298
dsc6851,7ot15m,0.104
dscc8jl,7ot15m,0.255
dsccdvq,7ot15m,-0.174
dscdqn3,7ot15m,-0.042
dschld8,7ot15m,0.125
dschmqr,7ot15m,-0.271
dschohf,7ot15m,0.792
dsck0wm,7ot15m,0.021
dscmgsg,7ot15m,0.396
dscmmso,7ot15m,0.417
dscmyol,7ot15m,0.646
dscnbf4,7ot15m,-0.208
dsco582,7ot15m,-0.208
dscrx3b,7ot15m,0
dscwoqi,7ot15m,-0.085
dscx3ju,7ot15m,0.467
dsczo3f,7ot15m,0.188
dsd0vtz,7ot15m,0.208
dsd679v,7ot15m,0.333
dsd6gdx,7ot15m,-0.146
dsddas1,7ot15m,-0.188
dsdwj8r,7ot15m,-0.208
dsil3zl,7pnrbx,-0.333
dsill5k,7pnrbx,0.021
dsilngw,7pnrbx,0.438
dsiluws,7pnrbx,0.042
dsilxw4,7pnrbx,-0.188
dsimn4u,7pnrbx,0.25
dsinpqt,7pnrbx,-0.083
dsiokfc,7pnrbx,-0.5
dsir1nc,7pnrbx,0.083
dsitqpy,7pnrbx,-0.146
dsiw9gs,7pnrbx,-0.489
dsiwbny,7pnrbx,0.042
dsj1nzs,7pnrbx,-0.104
dsj37j0,7pnrbx,0.25
dsj9jqv,7pnrbx,0.396
dsj9n18,7pnrbx,0.438
dsj9rfj,7pnrbx,0.125
dsjap4e,7pnrbx,-0.125
dsjb76r,7pnrbx,-0.208
dsjcien,7pnrbx,-0.043
dsjdf4w,7pnrbx,0.292
dsjdkqk,7pnrbx,0.062
dsjet2b,7pnrbx,0.298
dsjfk7q,7pnrbx,-0.146
dsjkxt6,7pnrbx,0.208
dsjqid7,7pnrbx,0.062
dsjqo2w,7pnrbx,0.021
dsjr7q1,7pnrbx,0.083
dsjtked,7pnrbx,0.271
dskky5l,7pnrbx,0.13
dsmbhkz,7lt6jc,-0.5
dtwaw5o,7vzbm1,0.333
dtwexks,7vzbm1,0.167
dtwpdg5,7vzbm1,-0.146
dtwqj9v,7vzbm1,0.938
dtwqjhb,7vzbm1,-0.479
dtwzdyy,7vzbm1,-0.021
dtx22j3,7vzbm1,0.458
dtx3bcx,7vzbm1,-0.083
dtx7kw7,7vzbm1,-0.375
dtxd2pj,7vzbm1,0.773
dtxdg0t,7vzbm1,0.479
dtxe7tj,7vzbm1,0.062
dtxf37d,7vzbm1,0.511
dtxgxl0,7vzbm1,-0.277
dtxin07,7vzbm1,-0.188
dtxj92p,7vzbm1,0.326
dtxjow2,7vzbm1,0.875
dtxl4f1,7vzbm1,0.438
dtxlsrm,7vzbm1,0.312
dtxop72,7vzbm1,-0.208
dtxplru,7vzbm1,-0.271
dtxqxvy,7vzbm1,-0.426
dtxsv61,7vzbm1,-0.458
dtxtpgu,7vzbm1,-0.125
dtxvx4h,7vzbm1,0.292
dtxy6db,7vzbm1,-0.104
dtzs22y,7vzbm1,-0.609
dtzs9p3,7vzbm1,0.083
du67tp0,7vzbm1,0.021
dund78e,7zekac,-0.5
dund7wa,7zekac,-0.458
dune30i,7zekac,-0.208
dunfdwc,7zekac,-0.479
dunfs47,7zekac,-0.5
dunftzw,7zekac,-0.208
dungsm5,7zekac,-0.021
dungttj,7zekac,-0.522
dunhpvl,7zekac,-0.333
dunhskq,7zekac,-0.333
duni889,7zekac,0.681
dunidi3,7zekac,-0.458
dunijju,7zekac,-0.417
duniljt,7zekac,-0.479
dunipr2,7zekac,-0.271
dunjesv,7zekac,-0.213
dunk7jh,7zekac,-0.396
dunligv,7zekac,-0.271
dunlwnv,7zekac,-0.375
dunm02q,7zekac,-0.312
dunm3mf,7zekac,0.125
dunmail,7zekac,-0.239
dunmb47,7zekac,-0.277
dunmir2,7zekac,-0.438
dunmnlu,7zekac,0.583
dunn66o,7zekac,-0.083
dunna7n,7zekac,-0.604
dunnkb6,7zekac,-0.333
dunnqlc,7zekac,-0.457
dunojhd,7zekac,-0.208
dunp9x2,7zekac,-0.043
dunxf1e,7zekac,-0.065
duo7w7y,7zekac,-0.583
dvuqdg9,855119,-0.479
dvuqebd,855119,-0.542
dvuqeyq,855119,-0.438
dvuuqw3,855119,0.417
dvuvvnm,855119,-0.292
dvuvylu,855119,-0.271
dvuydqy,855119,-0.208
dvuylcn,855119,-0.277
dvvg551,855119,-0.521
dvvkbv4,855119,-0.149
dvvmofg,855119,-0.521
dvvufr9,855119,-0.312
dvvum67,855119,-0.188
dvvupbr,855119,-0.167
dvvw0ep,855119,-0.479
dvvwcp0,855119,-0.292
dvvwkj9,855119,0.208
dvvz93c,855119,-0.146
dvvze02,855119,-0.458
dvw00rp,855119,-0.646
dvw0baf,855119,-0.457
dvw0p3g,855119,-0.396
dvw11tv,855119,0.083
dvw1wix,855119,-0.043
dvw2jls,855119,-0.085
dvw3k94,855119,-0.104
dvw3tga,855119,-0.229
dvw66sn,855119,-0.354
dvw6skg,855119,-0.085
dvwfwle,855119,0.617
dvx8j8p,855119,-0.271
dw9ns11,7vzbm1,-0.188
dwog06k,7vzbm1,-0.104
dxd739v,7pnrbx,0.085
dzhp6n0,8lqrre,0.5
dzhp8fy,8lqrre,0.771
dzhp8g9,8lqrre,-0.312
dzhpbcl,8lqrre,-0.021
dzhrn2b,8lqrre,0.5
dzhrrao,8lqrre,0.75
dzhs9hg,8lqrre,0.083
dzhuc5b,8lqrre,-0.417
dzhva8o,8lqrre,0.771
dzhvan5,8lqrre,0.375
dzhyvtk,8lqrre,0.583
dzhzqjg,8lqrre,0.149
dzi26bk,8lqrre,0.125
dzi84y1,8lqrre,0.562
dzi8b4f,8lqrre,0.25
dzj0a75,8lqrre,0.292
dzj1iix,8lqrre,0.688
dzj2949,8lqrre,0.771
dzj2y1k,8lqrre,0.292
dzj4wqm,8lqrre,0.812
dzj5f4i,8lqrre,-0.021
dzj5vmm,8lqrre,-0.021
dzj6l5z,8lqrre,-0.021
dzjg2z5,8lqrre,0.688
dzjh5ek,8lqrre,0.688
dzjh9we,8lqrre,0.106
dzji2ks,8lqrre,-0.354
dzjirbw,8lqrre,0.208
dzjjeh3,8lqrre,0.396
dzk9c38,8lqrre,0.25
dzkcd7e,8lqrre,0.064
dzlpvy6,8lqrre,-0.167
dzlvu5o,8lqrre,0.896
dzlyq1h,8lqrre,-0.292
dzmts7g,8lqrre,-0.271
dzpbsjc,8lqrre,0.771
e0vbyqf,8lqrre,0.021
e0ytuzf,8seo58,0.022
e0ytwd5,8seo58,-0.298
e0ytyye,8seo58,-0.196
e0yu07u,8seo58,-0.404
e0yu27x,8seo58,-0.083
e0yu56h,8seo58,-0.271
e0yu65l,8seo58,-0.312
e0yubr7,8seo58,-0.128
e0yubsv,8seo58,-0.083
e0yuz8m,8seo58,-0.333
e0yv1li,8seo58,-0.604
e0yxvtx,8seo58,0.271
e0zkd3e,8seo58,-0.271
e0zklrs,8seo58,-0.333
e0zm91w,8seo58,-0.312
e0zmadp,8seo58,-0.271
e0zmlvl,8seo58,-0.062
e0zolt9,8seo58,-0.354
e0zph8j,8seo58,-0.17
e0zpr9a,8seo58,-0.383
e0zqm2q,8seo58,-0.146
e0zro0b,8seo58,-0.292
e0zzgl9,8seo58,-0.167
e10db5m,8seo58,0.542
e10j5du,8seo58,-0.125
e10jdcm,8seo58,-0.229
e11bq4w,8seo58,-0.042
e33z6sy,928pjg,0.146
e33zk0u,928pjg,-0.021
e34037m,928pjg,-0.521
e341ik6,928pjg,-0.312
e344awh,928pjg,0.064
e344ib6,928pjg,-0.5
e347ke3,928pjg,-0.521
e348ldd,928pjg,0
e3496p6,928pjg,0.319
e349wjd,928pjg,0.021
e34ahac,928pjg,-0.191
e34ctj5,928pjg,-0.062
e34dopw,928pjg,0.354
e34hbs5,928pjg,-0.065
e34id8h,928pjg,0
e34ilov,928pjg,0.565
e34ilvt,928pjg,-0.043
e34imeg,928pjg,0.25
e34ixk9,928pjg,0.283
e34j4uu,928pjg,-0.702
e34j6iw,928pjg,0.109
e34jrzz,928pjg,-0.021
e34js2s,928pjg,-0.083
e34k0rv,928pjg,-0.583
e34k14n,928pjg,0
e34k65q,928pjg,-0.043
e34k80h,928pjg,0.667
e34ka32,928pjg,0.149
e34l9oh,928pjg,0.646
e34lhmv,928pjg,-0.271
e35o339,928pjg,-0.688
e361qem,928pjg,0.553
e3nkifr,8seo58,-0.229
e3ombgi,94y0z5,-0.021
e3ome9y,94y0z5,0.542
e3omhef,94y0z5,0.396
e3omky6,94y0z5,0.333
e3on5jl,94y0z5,0.812
e3ondjj,94y0z5,0.125
e3oo4nq,94y0z5,0.149
e3oo5g9,94y0z5,-0.25
e3oo9l4,94y0z5,0.708
e3p1dkp,94y0z5,0.792
e3p1xf8,94y0z5,0.354
e3p2otc,94y0z5,0.208
e3p2q06,94y0z5,0.812
e3p3dhf,94y0z5,0.271
e3p3vax,94y0z5,0.522
e3p51vg,94y0z5,0.042
e3p546w,94y0z5,0.042
e3p7gr6,94y0z5,-0.125
e3pbo1f,94y0z5,0.104
e3pciri,94y0z5,0.208
e3pcnoe,94y0z5,-0.188
e3pei7n,94y0z5,-0.042
e3pf0i9,94y0z5,-0.021
e3pgi7g,94y0z5,0.188
e3pgj7y,94y0z5,0.167
e3phes4,94y0z5,0.312
e3pi11e,94y0z5,0.319
e3pi2pi,94y0z5,0.312
e3pndgo,94y0z5,-0.021
e3ppmr1,94y0z5,0.479
e3ps4ik,94y0z5,-0.125
e3qaoaf,94y0z5,0.021
e3qxi40,94y0z5,-0.062
e431r38,94y0z5,0.083
e5fcj77,9d4i1s,-0.167
e5fnjyf,9d4i1s,-0.383
e5foakg,9d4i1s,-0.396
e5fon8r,9d4i1s,-0.479
e5fonrm,9d4i1s,-0.312
e5fq5d4,9d4i1s,-0.5
e5ft0ki,9d4i1s,-0.312
e5ftl9g,9d4i1s,-0.234
e5fv978,9d4i1s,-0.333
e5g97s6,9d4i1s,0
e5gauo5,9d4i1s,-0.562
e5gcpdr,9d4i1s,-0.229
e5gd8ff,9d4i1s,-0.468
e5gjbba,9d4i1s,-0.062
e5gjwef,9d4i1s,0.271
e5gjwsw,9d4i1s,-0.152
e5gl2nq,9d4i1s,-0.646
e5glbc6,9d4i1s,-0.479
e5gmswg,9d4i1s,0.085
e5gmvos,9d4i1s,-0.417
e5gnkda,9d4i1s,0.833
e5gnvd4,9d4i1s,-0.667
e5goyju,9d4i1s,-0.021
e5gqk7k,9d4i1s,-0.25
e5grqex,9d4i1s,-0.234
e5gxx49,9d4i1s,-0.271
e5ibj71,9d4i1s,-0.625
e5kehiq,9d4i1s,0.191
e7oxxjw,9ntk5b,-0.196
e7oyaq6,9ntk5b,-0.312
e7oyun9,9ntk5b,0.277
e7oz3qp,9ntk5b,-0.354
e7oznx4,9ntk5b,-0.146
e7ozoff,9ntk5b,-0.208
e7ozwvt,9ntk5b,0.191
e7p0l4c,9ntk5b,-0.292
e7p0m7r,9ntk5b,0.333
e7p1tsl,9ntk5b,0.188
e7p21yw,9ntk5b,-0.062
e7p7jl3,9ntk5b,-0.312
e7pc35k,9ntk5b,-0.312
e7pdior,9ntk5b,0.417
e7pdnrs,9ntk5b,0.354
e7pelv3,9ntk5b,-0.042
e7pendl,9ntk5b,0
e7pepqa,9ntk5b,-0.396
e7pg7h6,9ntk5b,-0.396
e7pgogb,9ntk5b,-0.042
e7pgtk4,9ntk5b,0.896
e7pj09o,9ntk5b,-0.174
e7pj211,9ntk5b,-0.277
e7pknod,9ntk5b,-0.062
e7q4azr,9ntk5b,0.25
e7qb8kw,9ntk5b,-0.292
e7qnlmu,9ntk5b,0.125
e7qrj9z,9ntk5b,-0.146
e7rimqi,9ntk5b,-0.191
e7sgqju,9ntk5b,-0.021
e8cmnnt,9qy7f9,-0.532
e8cmwhz,9qy7f9,-0.458
e8cmyvl,9qy7f9,-0.25
e8cn6dp,9qy7f9,-0.562
e8cnw34,9qy7f9,-0.167
e8co1iv,9qy7f9,-0.326
e8co6va,9qy7f9,-0.125
e8coyq4,9qy7f9,-0.125
e8cq9gy,9qy7f9,-0.34
e8ctu97,9qy7f9,-0.354
e8cvtat,9qy7f9,-0.292
e8cwzzy,9qy7f9,0.229
e8d12h0,9qy7f9,-0.667
e8d7o4d,9qy7f9,-0.292
e8dat0u,9qy7f9,-0.479
e8dhrpc,9qy7f9,-0.375
e8dq9hr,9qy7f9,-0.458
e8dqmzb,9qy7f9,-0.356
e8ds8h9,9qy7f9,-0.292
e8ds92j,9qy7f9,-0.378
e8dvls9,9qy7f9,-0.438
e8dvpv3,9qy7f9,0.458
e8dxdlb,9qy7f9,-0.396
e8dyerp,9qy7f9,-0.396
e8dzfyr,9qy7f9,-0.688
e8e2jab,9qy7f9,-0.521
e8e41cg,9qy7f9,-0.375
e8e7guc,9qy7f9,-0.312
e8effb5,9qy7f9,-0.312
e8eo960,9qy7f9,-0.292
e8f8bfh,9qy7f9,-0.255
e8fk7k6,9qy7f9,-0.25
eaktfdj,a0w257,-0.188
eakw1qm,a0w257,-0.167
eakw8x3,a0w257,-0.417
eakzjgh,a0w257,0.5
eal1sts,a0w257,-0.25
eal1t7e,a0w257,-0.25
eal4975,a0w257,0.106
eal4p73,a0w257,-0.208
eal5x64,a0w257,-0.271
eal6g44,a0w257,-0.13
eal7wqw,a0w257,-0.104
eal7wtq,a0w257,0.271
ealav8k,a0w257,0.167
ealbh85,a0w257,0.062
ealhnom,a0w257,-0.044
ealimhj,a0w257,0
eam8vam,a0w257,0.426
eam8wh9,a0w257,-0.104
eam92ut,a0w257,-0.333
eamakjs,a0w257,-0.354
eambj40,a0w257,-0.062
eamhy45,a0w257,-0.292
eamj4mo,a0w257,-0.522
eamn8r7,a0w257,-0.312
eamqzvs,a0w257,-0.333
eamstln,a0w257,-0.812
eamt1je,a0w257,-0.292
ean0a7x,a0w257,-0.104
ecd2nfn,a8rkt2,-0.417
ecd2t8k,a8rkt2,-0.167
ecd4uyv,a8rkt2,-0.312
ecd7u6a,a8rkt2,-0.438
ecd94mg,a8rkt2,-0.229
ecd94y3,a8rkt2,-0.688
ecd9sug,a8rkt2,-0.292
ecdbclp,a8rkt2,-0.25
ecddkzy,a8rkt2,0.5
ecdg6qk,a8rkt2,-0.125
ecds00l,a8rkt2,-0.085
ecdu0ki,a8rkt2,-0.208
ecdz9o5,a8rkt2,0.062
ece61jk,a8rkt2,-0.396
ece6v70,a8rkt2,-0.229
ece70qs,a8rkt2,-0.479
ece8j5d,a8rkt2,-0.25
ece8sol,a8rkt2,0.458
ece8u8v,a8rkt2,-0.375
ecea1b2,a8rkt2,-0.354
ecedcvw,a8rkt2,-0.167
efat35g,al5368,-0.604
efat90z,al5368,-0.617
efaxmao,al5368,-0.5
efb0k0p,al5368,-0.312
efb0uqk,al5368,-0.761
efb14b9,al5368,-0.292
efb19cz,al5368,-0.229
efbbrta,al5368,-0.438
efc5plq,al5368,-0.542
efc5qwj,al5368,-0.702
efc98dk,al5368,-0.542
efc9gzo,al5368,-0.875
efcl9nt,al5368,-0.543
efcm82y,al5368,-0.188
efcrxat,al5368,-0.417
efcs0xs,al5368,-0.196
efcspkc,al5368,-0.229
efcvu3s,al5368,-0.688
efdprrc,al5368,-0.562
efe283e,al5368,-0.562
efeq1p5,al5368,-0.583
efnhndz,al5368,-0.688
efuo25s,al5368,-0.426
eg1sy9c,al5368,-0.312
eg2vzyl,al5368,-0.771
eg3bvcc,al5368,-0.5
ehv55fw,9qy7f9,-0.438
ejc6cph,b5avwn,0
ejc6eao,b5avwn,-0.511
ejc6ofq,b5avwn,0.146
ejc6zkj,b5avwn,-0.239
ejc79kr,b5avwn,0.542
ejck3h3,b5avwn,0
ejctggm,b5avwn,-0.208
ejcynh4,b5avwn,-0.271
ejd0mr9,b5avwn,0
ejd4ijm,b5avwn,-0.167
ejd4xbj,b5avwn,-0.208
ejd7m3v,b5avwn,-0.167
ejd9it2,b5avwn,-0.188
ejdkez0,b5avwn,-0.511
ejdmpwm,b5avwn,0.702
ejdt582,b5avwn,-0.083
ejdtqj3,b5avwn,-0.167
ejdu3yr,b5avwn,0.109
ejdu9w8,b5avwn,-0.229
ejdvphp,b5avwn,0.292
ejdw1cw,b5avwn,-0.021
ejdyyjd,b5avwn,-0.021
eje0q4a,b5avwn,-0.234
eje4lvh,b5avwn,-0.312
eje7inr,b5avwn,0.417
eje82m1,b5avwn,-0.188
ejeawrd,b5avwn,-0.062
ejefsx1,b5avwn,-0.229
ejegnyg,b5avwn,0.521
ejekpk7,b5avwn,-0.375
ejeowzj,b5avwn,-0.104
ejepgpn,b5avwn,-0.208
ejf0qbn,b5avwn,0.458
ejf1zan,b5avwn,-0.333
ejf28r5,b5avwn,-0.125
ejfagio,b5avwn,0.022
ekh2eu8,b5avwn,0.792
ep69f02,bu34sv,-0.188
ep6fzon,bu34sv,0.435
ep6g64h,bu34sv,-0.021
ep6gsb6,bu34sv,0.688
ep6irpr,bu34sv,-0.5
ep6j1wb,bu34sv,-0.596
ep6jdwj,bu34sv,-0.417
ep6prkb,bu34sv,-0.489
ep806in,bu34sv,-0.292
ep86p5c,bu34sv,0.087
ep8cc9v,bu34sv,0.625
ep8dcoh,bu34sv,0.104
ep8dpmo,bu34sv,-0.208
ep8dptm,bu34sv,-0.375
ep8eo1g,bu34sv,0.149
ep8esq4,bu34sv,-0.146
ep8euh3,bu34sv,0.426
ep8fk23,bu34sv,0.583
ep8ibv5,bu34sv,-0.208
ep8j79s,bu34sv,0.771
ep8jphh,bu34sv,0.625
ep8jxm6,bu34sv,-0.396
ep8m4zy,bu34sv,0.083
ep8twva,bu34sv,-0.319
ep8yk6i,bu34sv,-0.083
ep9fv4l,bu34sv,0.596
epap1f1,bu34sv,-0.234
epbia03,bu34sv,-0.146
epc78xp,bu34sv,0.188
es9kk4v,c6m1bf,0.146
es9kwxf,c6m1bf,0.458
es9kx3k,c6m1bf,0.833
es9l5wx,c6m1bf,0
es9l67h,c6m1bf,-0.208
es9l896,c6m1bf,-0.292
es9l9pb,c6m1bf,-0.479
es9ldyh,c6m1bf,0.938
es9lhgk,c6m1bf,0.625
es9mwh0,c6m1bf,-0.062
es9seif,c6m1bf,0.2
es9vltk,c6m1bf,-0.25
es9zc7f,c6m1bf,-0.25
esb97h8,c6m1bf,0.167
esbext8,c6m1bf,0.5
esbf1eq,c6m1bf,0.872
esbf578,c6m1bf,0.625
esbjpqw,c6m1bf,0.604
esbjv0v,c6m1bf,0.167
esbnblj,c6m1bf,0.229
esboy0r,c6m1bf,0.333
esbr53d,c6m1bf,0.521
esbugsd,c6m1bf,0.438
esbvp07,c6m1bf,0.75
escfttq,c6m1bf,0.5
escnl9r,c6m1bf,-0.208
escpa3h,c6m1bf,-0.188
esngmi5,c6m1bf,0.128
eteyrge,ca5l3p,-0.292
eteyy81,ca5l3p,-0.5
etf2m8o,ca5l3p,-0.511
etfb1tu,ca5l3p,-0.479
etfgrbo,ca5l3p,-0.458
etfuq4s,ca5l3p,-0.667
etfvqd9,ca5l3p,-0.333
etfxmjs,ca5l3p,-0.583
etfxvk6,ca5l3p,-0.489
etgfe6c,ca5l3p,-0.312
etgrcfh,ca5l3p,-0.542
etgua1n,ca5l3p,-0.604
ether1i,ca5l3p,-0.304
ethiwcd,ca5l3p,-0.646
ethk64g,ca5l3p,-0.333
ethkbis,ca5l3p,-0.511
ethkdue,ca5l3p,-0.562
ethkp4g,ca5l3p,-0.667
ethndfa,ca5l3p,-0.022
ethptf3,ca5l3p,-0.167
ethq180,ca5l3p,-0.417
eti3gt3,ca5l3p,-0.34
etic8th,ca5l3p,-0.532
etifr2h,ca5l3p,-0.271
etig6e7,ca5l3p,-0.708
etill4c,ca5l3p,-0.644
etinvb7,ca5l3p,-0.375
etitnll,ca5l3p,-0.479
etj4o23,ca5l3p,-0.562
etk9836,ca5l3p,-0.396
etoobjy,ca5l3p,-0.562
etu6mnd,cdj26n,-0.292
etu6n8k,cdj26n,0.604
etu6o5q,cdj26n,0.37
etu6t5s,cdj26n,-0.062
etu7820,cdj26n,0.083
etu7bu5,cdj26n,0.208
etu7sc2,cdj26n,-0.167
etu9a82,cdj26n,0.042
etuaeg8,cdj26n,-0.375
etuc8f8,cdj26n,0.128
etuc96k,cdj26n,0.062
etud15q,cdj26n,-0.042
etuh625,cdj26n,-0.188
etuhk35,cdj26n,-0.5
etuyg7j,cdj26n,-0.375
etuzgfc,cdj26n,-0.479
etv266e,cdj26n,-0.106
etv4pde,cdj26n,-0.17
etv60m9,cdj26n,-0.5
etv7cud,cdj26n,-0.63
etv80gm,cdj26n,0.312
etv837i,cdj26n,-0.205
etv8ilv,cdj26n,0.479
etv8ynk,cdj26n,0.064
etv9is8,cdj26n,0.196
etva4gx,cdj26n,-0.062
etvbcvn,cdj26n,-0.271
etvcqc6,cdj26n,-0.229
etvm9xj,cdj26n,-0.426
etvmcui,cdj26n,-0.239
etvmvd1,cdj26n,-0.583
etvntl7,cdj26n,0.383
etvpbvw,cdj26n,0.25
etvq8wf,cdj26n,0
etvv04n,cdj26n,-0.521
eu9w3sy,cfh0mi,0.271
eu9w8qf,cfh0mi,-0.229
eu9ws3k,cfh0mi,-0.333
eu9xgka,cfh0mi,-0.146
eu9xlcp,cfh0mi,-0.333
eu9xq1u,cfh0mi,-0.229
eu9ywjm,cfh0mi,-0.277
eu9z0ex,cfh0mi,-0.271
eu9z0y7,cfh0mi,-0.375
eu9z1a2,cfh0mi,-0.375
eu9z4cd,cfh0mi,0.5
eu9z6fj,cfh0mi,-0.062
eu9zclo,cfh0mi,-0.652
eu9zwr4,cfh0mi,-0.229
eua00yu,cfh0mi,-0.5
eua0395,cfh0mi,-0.562
eua7l98,cfh0mi,-0.146
eua87q0,cfh0mi,-0.667
eua882x,cfh0mi,-0.083
eua88ku,cfh0mi,-0.146
eua8anw,cfh0mi,-0.458
eua8ape,cfh0mi,-0.104
eua8b6y,cfh0mi,-0.4
eua8bcl,cfh0mi,-0.375
eua8gco,cfh0mi,-0.208
eua8idw,cfh0mi,-0.438
eua8xkk,cfh0mi,-0.771
eua95yl,cfh0mi,-0.128
eua9hgz,cfh0mi,0.167
euaefq9,cfh0mi,-0.638
euaizsw,cfh0mi,-0.021
ewulg9f,cq8ndf,-0.458
ewulyxa,cq8ndf,-0.229
ewumsz3,cq8ndf,-0.188
ewunbuf,cq8ndf,0.457
ewuofh1,cq8ndf,0
ewurj20,cq8ndf,-0.043
ewurlst,cq8ndf,-0.438
ewutmd5,cq8ndf,-0.167
ewuzbs0,cq8ndf,-0.468
ewv0fum,cq8ndf,-0.562
ewv0jsy,cq8ndf,0.125
ewv0qup,cq8ndf,0.542
ewv1rdt,cq8ndf,-0.521
ewv24ne,cq8ndf,-0.375
